term_str,n,p,char_len
bends,2,0.00025031289111389235,5
hard,2,0.00025031289111389235,4
toss,2,0.00025031289111389235,4
leave,2,0.00025031289111389235,5
please,2,0.00025031289111389235,6
retrieve,2,0.00025031289111389235,8
says,2,0.00025031289111389235,4
sit-ups,2,0.00025031289111389235,7
fat,2,0.00025031289111389235,3
that!,2,0.00025031289111389235,5
dames,2,0.00025031289111389235,5
waist,2,0.00025031289111389235,5
small,2,0.00025031289111389235,5
curves,2,0.00025031289111389235,6
kickin',2,0.00025031289111389235,7
thinkin',2,0.00025031289111389235,8
stickin',2,0.00025031289111389235,8
'To,2,0.00025031289111389235,3
beanpole,2,0.00025031289111389235,8
'Dial,2,0.00025031289111389235,5
1-900-MIXALOT',2,0.00025031289111389235,14
nasty,2,0.00025031289111389235,5
'Listen',2,0.00025031289111389235,8
'36-24-36?',2,0.00025031289111389235,11
selection.,2,0.00025031289111389235,10
females,2,0.00025031289111389235,7
baby...,2,0.00025031289111389235,7
shout',2,0.00025031289111389235,6
boys,2,0.00025031289111389235,4
white,2,0.00025031289111389235,5
'Even,2,0.00025031289111389235,5
Your,2,0.00025031289111389235,4
'Ha,2,0.00025031289111389235,3
true,2,0.00025031289111389235,4
beauty's,2,0.00025031289111389235,8
description,2,0.00025031289111389235,11
out!',2,0.00025031289111389235,5
hurts,2,0.00025031289111389235,5
'Stick,2,0.00025031289111389235,6
dime,2,0.00025031289111389235,4
plus,2,0.00025031289111389235,4
lies,2,0.00025031289111389235,4
ha,2,0.00025031289111389235,2
thoughts',2,0.00025031289111389235,9
'3,2,0.00025031289111389235,2
'(Little,2,0.00025031289111389235,8
back)',2,0.00025031289111389235,6
tapes,2,0.00025031289111389235,5
workout,2,0.00025031289111389235,7
playin',2,0.00025031289111389235,7
rolls,2,0.00025031289111389235,5
.',2,0.00025031289111389235,2
'Mmmm,2,0.00025031289111389235,5
5,2,0.00025031289111389235,1
stories,2,0.00025031289111389235,7
Yeah',2,0.00025031289111389235,5
enjoy,2,0.00025031289111389235,5
being,2,0.00025031289111389235,5
hurt?',2,0.00025031289111389235,6
smelled,2,0.00025031289111389235,7
perfume,2,0.00025031289111389235,7
make-up,2,0.00025031289111389235,7
shirt',2,0.00025031289111389235,6
shakin,2,0.00025031289111389235,6
Maria,2,0.00025031289111389235,5
made,2,0.00025031289111389235,4
pool,2,0.00025031289111389235,4
makin,2,0.00025031289111389235,5
else',2,0.00025031289111389235,5
Playboy,2,0.00025031289111389235,7
scandal,2,0.00025031289111389235,7
scream,2,0.00025031289111389235,6
'(yeah,2,0.00025031289111389235,6
'Mami,2,0.00025031289111389235,5
here's,2,0.00025031289111389235,6
'Love,2,0.00025031289111389235,5
shiny,2,0.00025031289111389235,5
lookin',2,0.00025031289111389235,7
music',2,0.00025031289111389235,6
stand,2,0.00025031289111389235,5
stick',2,0.00025031289111389235,6
(oh,2,0.00025031289111389235,3
myself',2,0.00025031289111389235,7
'Hands,2,0.00025031289111389235,6
cop,2,0.00025031289111389235,3
trips,2,0.00025031289111389235,5
squeeze',2,0.00025031289111389235,8
smoothest,2,0.00025031289111389235,9
ya'll),2,0.00025031289111389235,6
main,2,0.00025031289111389235,4
simple,2,0.00025031289111389235,6
toys,2,0.00025031289111389235,4
rock,2,0.00025031289111389235,4
(yeah,2,0.00025031289111389235,5
videos,2,0.00025031289111389235,6
down',2,0.00025031289111389235,5
round',2,0.00025031289111389235,6
bubble,2,0.00025031289111389235,6
things,2,0.00025031289111389235,6
diddy)',2,0.00025031289111389235,7
pleasin,2,0.00025031289111389235,7
ugh',2,0.00025031289111389235,4
'Uh,2,0.00025031289111389235,3
(stop,2,0.00025031289111389235,5
you)',2,0.00025031289111389235,5
floor,2,0.00025031289111389235,5
double',2,0.00025031289111389235,7
takin,2,0.00025031289111389235,5
why,2,0.00025031289111389235,3
Mix-a-Lot's,2,0.00025031289111389235,11
trouble,2,0.00025031289111389235,7
double-up,2,0.00025031289111389235,9
nothin,2,0.00025031289111389235,6
'Plans,2,0.00025031289111389235,6
'Get,2,0.00025031289111389235,4
Beggin',2,0.00025031289111389235,7
floor',2,0.00025031289111389235,6
more',2,0.00025031289111389235,5
piece,2,0.00025031289111389235,5
ride',2,0.00025031289111389235,5
out',2,0.00025031289111389235,4
check,2,0.00025031289111389235,5
'Im,2,0.00025031289111389235,3
do',2,0.00025031289111389235,3
clyde',2,0.00025031289111389235,6
bonnie',2,0.00025031289111389235,7
animal,2,0.00025031289111389235,6
things',2,0.00025031289111389235,7
'Shaped,2,0.00025031289111389235,7
'Body',2,0.00025031289111389235,6
(oohh)',2,0.00025031289111389235,7
on),2,0.00025031289111389235,3
bimbos,2,0.00025031289111389235,6
Knock-kneed,2,0.00025031289111389235,11
pump,2,0.00025031289111389235,4
'Du,2,0.00025031289111389235,3
hour,2,0.00025031289111389235,4
(ow)',2,0.00025031289111389235,5
silicone,2,0.00025031289111389235,8
s,2,0.00025031289111389235,1
doors,2,0.00025031289111389235,5
close,2,0.00025031289111389235,5
behind,2,0.00025031289111389235,6
anytime',2,0.00025031289111389235,8
parts,2,0.00025031289111389235,5
mine',2,0.00025031289111389235,5
2way,2,0.00025031289111389235,4
gimme,2,0.00025031289111389235,5
glass,2,0.00025031289111389235,5
'Check,1,0.00012515644555694618,6
please?',1,0.00012515644555694618,8
said',1,0.00012515644555694618,5
faster!',1,0.00012515644555694618,8
be?)',1,0.00012515644555694618,5
eviction,1,0.00012515644555694618,8
baby;,1,0.00012515644555694618,5
fast...,1,0.00012515644555694618,7
Damn,1,0.00012515644555694618,4
World',1,0.00012515644555694618,6
'Oooh!',1,0.00012515644555694618,7
Product,1,0.00012515644555694618,7
beautiful,1,0.00012515644555694618,9
get-away,1,0.00012515644555694618,8
Brothers?',1,0.00012515644555694618,10
Isley,1,0.00012515644555694618,5
'Whatcha,1,0.00012515644555694618,8
somebody,1,0.00012515644555694618,8
(Say,1,0.00012515644555694618,4
be),1,0.00012515644555694618,3
yeah!',1,0.00012515644555694618,6
me?',1,0.00012515644555694618,4
wrist',1,0.00012515644555694618,6
Twista!,1,0.00012515644555694618,7
feel...,1,0.00012515644555694618,7
work,1,0.00012515644555694618,4
Twista,1,0.00012515644555694618,6
Champagne',1,0.00012515644555694618,10
Evelyn,1,0.00012515644555694618,6
sip,1,0.00012515644555694618,3
systems,1,0.00012515644555694618,7
G?,1,0.00012515644555694618,2
preferably,1,0.00012515644555694618,10
B',1,0.00012515644555694618,2
'While,1,0.00012515644555694618,6
'Play,1,0.00012515644555694618,5
Hennessy',1,0.00012515644555694618,9
'Sipping,1,0.00012515644555694618,8
be',1,0.00012515644555694618,3
Chi,1,0.00012515644555694618,3
Twist,1,0.00012515644555694618,5
Kan-man,1,0.00012515644555694618,7
messing,1,0.00012515644555694618,7
Luther',1,0.00012515644555694618,7
rhythm,1,0.00012515644555694618,6
rocking,1,0.00012515644555694618,7
cannabis,1,0.00012515644555694618,8
G&B,1,0.00012515644555694618,3
ohh,1,0.00012515644555694618,3
glist,1,0.00012515644555694618,5
feelin',1,0.00012515644555694618,7
looking,1,0.00012515644555694618,7
oooh,1,0.00012515644555694618,4
Say,1,0.00012515644555694618,3
'Are,1,0.00012515644555694618,4
Knight,1,0.00012515644555694618,6
Shyne,1,0.00012515644555694618,5
Edition',1,0.00012515644555694618,8
Nothing,1,0.00012515644555694618,7
homes',1,0.00012515644555694618,6
'Why,1,0.00012515644555694618,4
lying,1,0.00012515644555694618,5
though',1,0.00012515644555694618,7
'Telling,1,0.00012515644555694618,8
rhinestones',1,0.00012515644555694618,12
Vandross',1,0.00012515644555694618,9
richer',1,0.00012515644555694618,7
rich,1,0.00012515644555694618,4
'Stop,1,0.00012515644555694618,5
Gladys,1,0.00012515644555694618,6
oh!',1,0.00012515644555694618,4
pants,1,0.00012515644555694618,5
looting,1,0.00012515644555694618,7
prove,1,0.00012515644555694618,5
'bout,1,0.00012515644555694618,5
freak,1,0.00012515644555694618,5
corner',1,0.00012515644555694618,7
pocking,1,0.00012515644555694618,7
dog,1,0.00012515644555694618,3
dark,1,0.00012515644555694618,4
shooting',1,0.00012515644555694618,9
'Pick,1,0.00012515644555694618,5
played,1,0.00012515644555694618,6
'Ready,1,0.00012515644555694618,6
'Hit,1,0.00012515644555694618,4
Smokey,1,0.00012515644555694618,6
Biggie,1,0.00012515644555694618,6
Robinson',1,0.00012515644555694618,9
mailbox,1,0.00012515644555694618,7
blues,1,0.00012515644555694618,5
camp,1,0.00012515644555694618,4
-,1,0.00012515644555694618,1
'Yes,1,0.00012515644555694618,4
will!',1,0.00012515644555694618,6
her?',1,0.00012515644555694618,5
drive,1,0.00012515644555694618,5
right',1,0.00012515644555694618,6
dukedom,1,0.00012515644555694618,7
Yes-a,1,0.00012515644555694618,5
whip',1,0.00012515644555694618,5
'Set,1,0.00012515644555694618,4
'Bring,1,0.00012515644555694618,6
be)',1,0.00012515644555694618,4
with',1,0.00012515644555694618,5
whip,1,0.00012515644555694618,4
Simpson,1,0.00012515644555694618,7
&,1,0.00012515644555694618,1
Ashford,1,0.00012515644555694618,7
strip',1,0.00012515644555694618,6
chick',1,0.00012515644555694618,6
grind,1,0.00012515644555694618,5
grabbing,1,0.00012515644555694618,8
Jackson,1,0.00012515644555694618,7
'Freddie,1,0.00012515644555694618,8
calling,1,0.00012515644555694618,7
Whispers,1,0.00012515644555694618,8
jamming,1,0.00012515644555694618,7
Isleys',1,0.00012515644555694618,7
makin',1,0.00012515644555694618,6
tennis,1,0.00012515644555694618,6
shoes,1,0.00012515644555694618,5
'Guess,1,0.00012515644555694618,6
unique',1,0.00012515644555694618,7
Half,1,0.00012515644555694618,4
thar,1,0.00012515644555694618,4
snow,1,0.00012515644555694618,4
cone.,1,0.00012515644555694618,5
cheap,1,0.00012515644555694618,5
seats,1,0.00012515644555694618,5
dribbling,1,0.00012515644555694618,9
court.',1,0.00012515644555694618,7
Didn't,1,0.00012515644555694618,6
PF's.,1,0.00012515644555694618,5
'Made,1,0.00012515644555694618,5
Wearin',1,0.00012515644555694618,7
lewd,1,0.00012515644555694618,4
shot,1,0.00012515644555694618,4
crude,1,0.00012515644555694618,5
gettin,1,0.00012515644555694618,6
checked,1,0.00012515644555694618,7
appeared,1,0.00012515644555694618,8
traffic.,1,0.00012515644555694618,8
grease,1,0.00012515644555694618,6
rack,1,0.00012515644555694618,4
smile.,1,0.00012515644555694618,6
gettin',1,0.00012515644555694618,7
cold,1,0.00012515644555694618,4
drink.,1,0.00012515644555694618,6
mooned.,1,0.00012515644555694618,7
'Flashed,1,0.00012515644555694618,8
front,1,0.00012515644555694618,5
shock,1,0.00012515644555694618,5
absorbers.',1,0.00012515644555694618,11
hook,1,0.00012515644555694618,4
concessions,1,0.00012515644555694618,11
'And-a,1,0.00012515644555694618,6
'Ethel!',1,0.00012515644555694618,8
'!',1,0.00012515644555694618,3
Pardon,1,0.00012515644555694618,6
sir,1,0.00012515644555694618,3
did,1,0.00012515644555694618,3
happened?,1,0.00012515644555694618,9
did.,1,0.00012515644555694618,4
proud,1,0.00012515644555694618,5
Of,1,0.00012515644555694618,2
anatomy,1,0.00012515644555694618,7
likes,1,0.00012515644555694618,5
physique,1,0.00012515644555694618,8
audience,1,0.00012515644555694618,8
found,1,0.00012515644555694618,5
He'll,1,0.00012515644555694618,5
late.,1,0.00012515644555694618,5
'Ethelllllll!!',1,0.00012515644555694618,15
'hussy!',1,0.00012515644555694618,8
stand.',1,0.00012515644555694618,7
shameless',1,0.00012515644555694618,10
late.',1,0.00012515644555694618,6
shot.,1,0.00012515644555694618,5
peek,1,0.00012515644555694618,4
again.',1,0.00012515644555694618,7
Who's,1,0.00012515644555694618,5
him?,1,0.00012515644555694618,4
'Ethel?',1,0.00012515644555694618,8
'Is,1,0.00012515644555694618,3
Ethel?',1,0.00012515644555694618,7
doin'?,1,0.00012515644555694618,6
git,1,0.00012515644555694618,3
your',1,0.00012515644555694618,5
Where,1,0.00012515644555694618,5
goin'?,1,0.00012515644555694618,6
'Ethel,1,0.00012515644555694618,6
'Nothing,1,0.00012515644555694618,8
clothes,1,0.00012515644555694618,7
rims,1,0.00012515644555694618,4
'Fulfilling,1,0.00012515644555694618,11
temptation,1,0.00012515644555694618,10
hundred,1,0.00012515644555694618,7
having,1,0.00012515644555694618,6
deep,1,0.00012515644555694618,4
sex',1,0.00012515644555694618,4
Ladies,1,0.00012515644555694618,6
moment,1,0.00012515644555694618,6
controllin',1,0.00012515644555694618,11
loving,1,0.00012515644555694618,6
Jodeci,1,0.00012515644555694618,6
bend,1,0.00012515644555694618,4
ass',1,0.00012515644555694618,4
bumping,1,0.00012515644555694618,7
Teddy,1,0.00012515644555694618,5
Pendergrass',1,0.00012515644555694618,12
gents,1,0.00012515644555694618,5
Maze',1,0.00012515644555694618,5
rode,1,0.00012515644555694618,4
daze,1,0.00012515644555694618,4
moving,1,0.00012515644555694618,6
You'll,1,0.00012515644555694618,6
Spinners',1,0.00012515644555694618,9
B,1,0.00012515644555694618,1
'Dipping,1,0.00012515644555694618,8
'Bumping,1,0.00012515644555694618,8
heat,1,0.00012515644555694618,4
23s?',1,0.00012515644555694618,5
'With,1,0.00012515644555694618,5
Earth,1,0.00012515644555694618,5
Wind,1,0.00012515644555694618,4
Fire',1,0.00012515644555694618,5
sheets,1,0.00012515644555694618,6
Keith,1,0.00012515644555694618,5
Sweat',1,0.00012515644555694618,6
melody,1,0.00012515644555694618,6
'a,1,0.00012515644555694618,2
wearin',1,0.00012515644555694618,7
overe,1,0.00012515644555694618,5
running,1,0.00012515644555694618,7
pole,1,0.00012515644555694618,4
fruits,1,0.00012515644555694618,6
vegetables,1,0.00012515644555694618,10
nekkid,1,0.00012515644555694618,6
jay,1,0.00012515644555694618,3
bird.,1,0.00012515644555694618,5
hollered,1,0.00012515644555694618,8
t,1,0.00012515644555694618,1
Don,1,0.00012515644555694618,3
't,1,0.00012515644555694618,2
late,1,0.00012515644555694618,4
she'd,1,0.00012515644555694618,5
incensed.,1,0.00012515644555694618,9
goes,1,0.00012515644555694618,4
tomaters,1,0.00012515644555694618,8
standin',1,0.00012515644555694618,8
finish,1,0.00012515644555694618,6
supermarket.',1,0.00012515644555694618,13
'No,1,0.00012515644555694618,3
matter,1,0.00012515644555694618,6
thug,1,0.00012515644555694618,4
see',1,0.00012515644555694618,4
spit,1,0.00012515644555694618,4
R&B,1,0.00012515644555694618,3
hope,1,0.00012515644555694618,4
feeling,1,0.00012515644555694618,7
hold,1,0.00012515644555694618,4
'Hello,1,0.00012515644555694618,6
everyone,1,0.00012515644555694618,8
reporter,1,0.00012515644555694618,8
across,1,0.00012515644555694618,6
nation,1,0.00012515644555694618,6
scene,1,0.00012515644555694618,5
songs,1,0.00012515644555694618,5
morning',1,0.00012515644555694618,8
92,1,0.00012515644555694618,2
stand-up,1,0.00012515644555694618,8
listen,1,0.00012515644555694618,6
ruin,1,0.00012515644555694618,4
plan,1,0.00012515644555694618,4
wild,1,0.00012515644555694618,4
'Throw,1,0.00012515644555694618,6
their,1,0.00012515644555694618,5
high',1,0.00012515644555694618,5
guy',1,0.00012515644555694618,4
(why?)',1,0.00012515644555694618,7
mean—,1,0.00012515644555694618,5
chance,1,0.00012515644555694618,6
fly',1,0.00012515644555694618,4
Private,1,0.00012515644555694618,7
handle,1,0.00012515644555694618,6
B.I.,1,0.00012515644555694618,4
Candle,1,0.00012515644555694618,6
Hey,1,0.00012515644555694618,3
Japan',1,0.00012515644555694618,6
Peru,1,0.00012515644555694618,4
fan,1,0.00012515644555694618,3
heart',1,0.00012515644555694618,6
T.I.',1,0.00012515644555694618,5
':,1,0.00012515644555694618,2
Alright,1,0.00012515644555694618,7
JT,1,0.00012515644555694618,2
hesitates,1,0.00012515644555694618,9
'Shorty,1,0.00012515644555694618,7
yan,1,0.00012515644555694618,3
fan',1,0.00012515644555694618,4
'On,1,0.00012515644555694618,3
Annabella',1,0.00012515644555694618,10
once,1,0.00012515644555694618,4
again',1,0.00012515644555694618,6
Kana',1,0.00012515644555694618,5
has,1,0.00012515644555694618,3
Guy,1,0.00012515644555694618,3
Simply,1,0.00012515644555694618,6
Rebecca',1,0.00012515644555694618,8
'Til,1,0.00012515644555694618,4
Anguilla,1,0.00012515644555694618,8
anywhere,1,0.00012515644555694618,8
chill',1,0.00012515644555694618,6
any,1,0.00012515644555694618,3
pair,1,0.00012515644555694618,4
'gal,1,0.00012515644555694618,4
fame',1,0.00012515644555694618,5
Thinking,1,0.00012515644555694618,8
am,1,0.00012515644555694618,2
do?,1,0.00012515644555694618,3
you?,1,0.00012515644555694618,4
This,1,0.00012515644555694618,4
corner,1,0.00012515644555694618,6
mira,1,0.00012515644555694618,4
Walking,1,0.00012515644555694618,7
beach,1,0.00012515644555694618,5
Barths,1,0.00012515644555694618,6
'St.,1,0.00012515644555694618,4
space,1,0.00012515644555694618,5
fill,1,0.00012515644555694618,4
fire,1,0.00012515644555694618,4
cancel,1,0.00012515644555694618,6
vacation,1,0.00012515644555694618,8
patient,1,0.00012515644555694618,7
die,1,0.00012515644555694618,3
Hold,1,0.00012515644555694618,4
go?,1,0.00012515644555694618,3
'Why?',1,0.00012515644555694618,6
boyfriend,1,0.00012515644555694618,9
tie,1,0.00012515644555694618,3
high?,1,0.00012515644555694618,5
'Man',1,0.00012515644555694618,5
obvious,1,0.00012515644555694618,7
guy,1,0.00012515644555694618,3
lie,1,0.00012515644555694618,3
'Jodi,1,0.00012515644555694618,5
'This,1,0.00012515644555694618,5
toes,1,0.00012515644555694618,4
pity,1,0.00012515644555694618,4
swinging,1,0.00012515644555694618,8
caw,1,0.00012515644555694618,3
jiggy,1,0.00012515644555694618,5
crunked,1,0.00012515644555694618,7
Percolate,1,0.00012515644555694618,9
Oscillate,1,0.00012515644555694618,9
hip,1,0.00012515644555694618,3
fi,1,0.00012515644555694618,2
nuttin,1,0.00012515644555694618,6
live,1,0.00012515644555694618,4
pon,1,0.00012515644555694618,3
riddim,1,0.00012515644555694618,6
unu,1,0.00012515644555694618,3
lyrics,1,0.00012515644555694618,6
provide,1,0.00012515644555694618,7
electricity,1,0.00012515644555694618,11
dis,1,0.00012515644555694618,3
drops,1,0.00012515644555694618,5
beat,1,0.00012515644555694618,4
When,1,0.00012515644555694618,4
'til,1,0.00012515644555694618,4
Jodi,1,0.00012515644555694618,4
yur,1,0.00012515644555694618,3
di,1,0.00012515644555694618,2
Rebecca,1,0.00012515644555694618,7
Joanna,1,0.00012515644555694618,6
think',1,0.00012515644555694618,6
'Them,1,0.00012515644555694618,5
hand',1,0.00012515644555694618,5
'Wave,1,0.00012515644555694618,5
us',1,0.00012515644555694618,3
gal',1,0.00012515644555694618,4
number,1,0.00012515644555694618,6
wont,1,0.00012515644555694618,4
flame',1,0.00012515644555694618,6
Gal,1,0.00012515644555694618,3
Can,1,0.00012515644555694618,3
sure,1,0.00012515644555694618,4
'Would,1,0.00012515644555694618,6
were,1,0.00012515644555694618,4
beautiful',1,0.00012515644555694618,10
must,1,0.00012515644555694618,4
rotate',1,0.00012515644555694618,7
note',1,0.00012515644555694618,5
gwaan,1,0.00012515644555694618,5
do?',1,0.00012515644555694618,4
agitate,1,0.00012515644555694618,7
done,1,0.00012515644555694618,4
scene',1,0.00012515644555694618,6
'Tell,1,0.00012515644555694618,5
you?',1,0.00012515644555694618,5
what's,1,0.00012515644555694618,6
point,1,0.00012515644555694618,5
anymore?,1,0.00012515644555694618,8
'Woman,1,0.00012515644555694618,6
symphony,1,0.00012515644555694618,8
mentuin',1,0.00012515644555694618,8
my-,1,0.00012515644555694618,3
'Dont,1,0.00012515644555694618,5
destiny,1,0.00012515644555694618,7
From,1,0.00012515644555694618,4
flame,1,0.00012515644555694618,5
gal,1,0.00012515644555694618,3
fame,1,0.00012515644555694618,4
Til,1,0.00012515644555694618,3
morn,1,0.00012515644555694618,4
'Gal,1,0.00012515644555694618,4
pet,1,0.00012515644555694618,3
wan,1,0.00012515644555694618,3
gals,1,0.00012515644555694618,4
program,1,0.00012515644555694618,7
run,1,0.00012515644555694618,3
tension,1,0.00012515644555694618,7
ease,1,0.00012515644555694618,4
Se,1,0.00012515644555694618,2
sand,1,0.00012515644555694618,4
danced,1,0.00012515644555694618,6
(West,1,0.00012515644555694618,5
wonderful,1,0.00012515644555694618,9
Bennie.,1,0.00012515644555694618,7
keen,1,0.00012515644555694618,4
read,1,0.00012515644555694618,4
magazine,1,0.00012515644555694618,8
sounds,1,0.00012515644555694618,6
late',1,0.00012515644555694618,5
many,1,0.00012515644555694618,4
own),1,0.00012515644555694618,4
dates',1,0.00012515644555694618,6
(East,1,0.00012515644555694618,5
beat',1,0.00012515644555694618,5
lightning,1,0.00012515644555694618,9
feet,1,0.00012515644555694618,4
dancing,1,0.00012515644555694618,7
own,1,0.00012515644555694618,3
weird,1,0.00012515644555694618,5
yet?,1,0.00012515644555694618,4
Have,1,0.00012515644555694618,4
la,1,0.00012515644555694618,2
Maybe,1,0.00012515644555694618,5
blinded,1,0.00012515644555694618,7
ageless',1,0.00012515644555694618,8
shall,1,0.00012515644555694618,5
survive,1,0.00012515644555694618,7
ourselves,1,0.00012515644555694618,9
along',1,0.00012515644555694618,6
'Where,1,0.00012515644555694618,6
fight,1,0.00012515644555694618,5
parents,1,0.00012515644555694618,7
hotter',1,0.00012515644555694618,7
streets,1,0.00012515644555694618,7
colores',1,0.00012515644555694618,8
los,1,0.00012515644555694618,3
favella,1,0.00012515644555694618,7
(dancing,1,0.00012515644555694618,8
moves,1,0.00012515644555694618,5
into,1,0.00012515644555694618,4
judge,1,0.00012515644555694618,5
shake',1,0.00012515644555694618,6
'girl,1,0.00012515644555694618,5
hate',1,0.00012515644555694618,5
cruising,1,0.00012515644555694618,8
Saying,1,0.00012515644555694618,6
alright.,1,0.00012515644555694618,8
later.,1,0.00012515644555694618,6
'Signed,1,0.00012515644555694618,7
(moves,1,0.00012515644555694618,6
Foxx,1,0.00012515644555694618,4
sayin',1,0.00012515644555694618,6
emphasis,1,0.00012515644555694618,8
sometime,1,0.00012515644555694618,8
letter,1,0.00012515644555694618,6
drink,1,0.00012515644555694618,5
thirsty,1,0.00012515644555694618,7
baby?,1,0.00012515644555694618,5
Won't,1,0.00012515644555694618,5
hair',1,0.00012515644555694618,5
hella,1,0.00012515644555694618,5
go)',1,0.00012515644555694618,4
cruising',1,0.00012515644555694618,9
hey',1,0.00012515644555694618,4
while,1,0.00012515644555694618,5
liars,1,0.00012515644555694618,5
cheats,1,0.00012515644555694618,6
could've,1,0.00012515644555694618,8
sick,1,0.00012515644555694618,4
beat.,1,0.00012515644555694618,5
ex-man,1,0.00012515644555694618,6
brought,1,0.00012515644555694618,7
girlfriend',1,0.00012515644555694618,11
God!,1,0.00012515644555694618,4
shake.,1,0.00012515644555694618,6
fella,1,0.00012515644555694618,5
faithless',1,0.00012515644555694618,10
plug,1,0.00012515644555694618,4
countryside,1,0.00012515644555694618,11
I'ma,1,0.00012515644555694618,4
'Carlos,1,0.00012515644555694618,7
'Doing,1,0.00012515644555694618,6
like',1,0.00012515644555694618,5
Put,1,0.00012515644555694618,3
(yeah),1,0.00012515644555694618,6
beg,1,0.00012515644555694618,3
Then,1,0.00012515644555694618,4
swallow,1,0.00012515644555694618,7
thief,1,0.00012515644555694618,5
pride,1,0.00012515644555694618,5
uh),1,0.00012515644555694618,3
feels,1,0.00012515644555694618,5
Still,1,0.00012515644555694618,5
apart,1,0.00012515644555694618,5
weather',1,0.00012515644555694618,8
blows',1,0.00012515644555694618,6
thinking,1,0.00012515644555694618,8
camp',1,0.00012515644555694618,5
yeah),1,0.00012515644555694618,5
hot,1,0.00012515644555694618,3
Sitting,1,0.00012515644555694618,7
grass,1,0.00012515644555694618,5
cry,1,0.00012515644555694618,3
making,1,0.00012515644555694618,6
lady,1,0.00012515644555694618,4
amaze,1,0.00012515644555694618,5
crazy,1,0.00012515644555694618,5
G&B',1,0.00012515644555694618,4
Mr.,1,0.00012515644555694618,3
Wonda,1,0.00012515644555694618,5
'La-la-la-la,1,0.00012515644555694618,12
Jerry,1,0.00012515644555694618,5
yeah)',1,0.00012515644555694618,6
'La-la-la-la',1,0.00012515644555694618,13
'Wyclef,1,0.00012515644555694618,7
'Want,1,0.00012515644555694618,5
wind,1,0.00012515644555694618,4
fire',1,0.00012515644555694618,5
stick,1,0.00012515644555694618,5
spotlight's,1,0.00012515644555694618,11
hitting,1,0.00012515644555694618,7
known,1,0.00012515644555694618,5
weather,1,0.00012515644555694618,7
kill,1,0.00012515644555694618,4
fatted,1,0.00012515644555694618,6
calf,1,0.00012515644555694618,4
around',1,0.00012515644555694618,7
'Hold,1,0.00012515644555694618,5
hear,1,0.00012515644555694618,4
days,1,0.00012515644555694618,4
'Hoping,1,0.00012515644555694618,7
'Solid,1,0.00012515644555694618,6
walls,1,0.00012515644555694618,5
sound',1,0.00012515644555694618,6
sky',1,0.00012515644555694618,4
together',1,0.00012515644555694618,9
paradise',1,0.00012515644555694618,9
(North,1,0.00012515644555694618,6
meanâ€”,1,0.00012515644555694618,7
pillow,1,0.00012515644555694618,6
secrets,1,0.00012515644555694618,7
keeping,1,0.00012515644555694618,7
inside,1,0.00012515644555694618,6
(yeah)',1,0.00012515644555694618,7
enter,1,0.00012515644555694618,5
leaving,1,0.00012515644555694618,7
prisoner,1,0.00012515644555694618,8
oh',1,0.00012515644555694618,3
lover,1,0.00012515644555694618,5
eyes)',1,0.00012515644555694618,6
man',1,0.00012515644555694618,4
(open,1,0.00012515644555694618,5
(world-wide)',1,0.00012515644555694618,13
(South,1,0.00012515644555694618,6
loose,1,0.00012515644555694618,5
